Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,,
2005-09-23,7.801173686981201,7.854558944702148,7.900636196136475,7.7855682373046875,7.795780181884766,340623975
2005-09-26,7.7744574546813965,7.827660083770752,7.993786811828613,7.784821033477783,7.957673072814941,397259466
2005-09-27,7.766047477722168,7.819191932678223,7.930523872375488,7.805243968963623,7.84434700012207,275954483
2005-09-28,7.569631576538086,7.621432781219482,7.848083019256592,7.6114702224731445,7.826166152954102,321095049
2005-09-29,7.659181118011475,7.711595058441162,7.738992214202881,7.6234259605407715,7.638370037078857,225393676
2005-09-30,7.8283843994140625,7.881956100463867,7.907858848571777,7.7780961990356445,7.826166152954102,367424053
2005-10-03,7.883301734924316,7.937249183654785,7.972866058349609,7.790548801422119,7.811470985412598,367785402
2005-10-04,7.693319320678711,7.745965957641602,8.002006530761719,7.739490032196045,7.968881130218506,367143003
2005-10-05,7.686144828796387,7.738742828369141,7.843101978302002,7.67124605178833,7.788057804107666,334384676
2005-10-06,7.73660945892334,7.789553165435791,7.832641124725342,7.723300933837891,7.8241729736328125,320950509
2005-10-07,7.7425456047058105,7.795529842376709,7.8871870040893555,7.734508991241455,7.840362071990967,271827070
2005-10-10,7.684660911560059,7.73724889755249,7.8411102294921875,7.699889183044434,7.803501129150391,223723439
2005-10-11,7.572105407714844,7.6239237785339355,7.787062168121338,7.593039035797119,7.736252784729004,342984790
2005-10-12,7.445202827453613,7.496152877807617,7.651072025299072,7.447085857391357,7.601508140563965,373643277
2005-10-13,7.357880115509033,7.40823221206665,7.521805763244629,7.23986291885376,7.521805763244629,424292413
2005-10-14,7.32572078704834,7.375853061676025,7.47772216796875,7.286190032958984,7.469501972198486,342041267
2005-10-17,7.544894695281982,7.596526145935059,7.601508140563965,7.336501121520996,7.409727096557617,303802474
2005-10-18,7.502346515655518,7.55368709564209,7.670249938964844,7.540236949920654,7.595530033111572,284173173
2005-10-19,7.636423110961914,7.688681125640869,7.717822074890137,7.57062292098999,7.571619987487793,281479113
2005-10-20,7.500367164611816,7.551693916320801,7.749204158782959,7.502130031585693,7.720810890197754,558553779
2005-10-21,8.408227920532227,8.465767860412598,8.628409385681152,8.293911933898926,8.612716674804688,919128253
2005-10-24,8.624678611755371,8.683700561523438,8.699891090393066,8.522804260253906,8.552193641662598,378682093
2005-10-25,8.58163833618164,8.640363693237305,8.652567863464355,8.539491653442383,8.612218856811523,276163262
2005-10-26,8.792647361755371,8.852816581726074,8.866765022277832,8.622430801391602,8.624672889709473,357635500
2005-10-27,8.733772277832031,8.793540000915527,8.893913269042969,8.759167671203613,8.881709098815918,206145800
2005-10-28,8.86018180847168,8.920812606811523,8.940239906311035,8.84235668182373,8.848583221435547,237025111
2005-10-31,9.20576000213623,9.268757820129395,9.333765029907227,8.954188346862793,8.972369194030762,575866428
2005-11-01,9.384860038757324,9.44908332824707,9.561660766601562,9.190800666809082,9.261784553527832,656696267
2005-11-02,9.392280578613281,9.456555366516113,9.589057922363281,9.394039154052734,9.506866455078125,424200069
2005-11-03,9.547384262084961,9.61271858215332,9.628410339355469,9.498895645141602,9.524550437927246,299052737
2005-11-04,9.658206939697266,9.7243013381958,9.758173942565918,9.600266456604004,9.713092803955078,354319116
2005-11-07,9.771997451782227,9.838871002197266,9.899643898010254,9.76714038848877,9.840615272521973,385098052
2005-11-08,9.645095825195312,9.711099624633789,9.852819442749023,9.678223609924316,9.819443702697754,317084071
2005-11-09,9.379170417785645,9.443353652954102,9.671001434326172,9.415458679199219,9.63065242767334,420245300
2005-11-10,9.674779891967773,9.740987777709961,9.747215270996094,9.400514602661133,9.423678398132324,366516664
2005-11-11,9.657464981079102,9.723553657531738,9.885446548461914,9.684947967529297,9.841113090515137,283615089
2005-11-14,9.819990158081055,9.887189865112305,9.91832447052002,9.751697540283203,9.766392707824707,313486637
2005-11-15,9.71683406829834,9.783329963684082,9.887937545776367,9.737252235412598,9.82268238067627,346289130
2005-11-16,9.8491792678833,9.916580200195312,9.934015274047852,9.815957069396973,9.868012428283691,349111670
2005-11-17,9.980286598205566,10.048584938049316,10.057552337646484,9.950950622558594,10.007489204406738,369869183
2005-11-18,9.900138854980469,9.967887878417969,10.074736595153809,9.958922386169434,10.049581527709961,282077347
2005-11-21,10.126486778259277,10.195783615112305,10.211226463317871,9.800515174865723,9.941985130310059,414953540
2005-11-22,10.3023681640625,10.372870445251465,10.393792152404785,10.117826461791992,10.178099632263184,385278727
2005-11-23,10.460439682006836,10.532023429870605,10.578350067138672,10.355684280395508,10.387066841125488,404912042
2005-11-25,10.602925300598145,10.675485610961914,10.67872428894043,10.592796325683594,10.604750633239746,194329675
2005-11-28,10.475776672363281,10.547466278076172,10.740740776062012,10.521562576293945,10.705373764038086,441986487
2005-11-29,9.982514381408691,10.050827026367188,10.620192527770996,10.015957832336426,10.571873664855957,863054861
2005-11-30,10.016403198242188,10.084948539733887,10.173118591308594,9.852071762084961,10.06875991821289,626202395
2005-12-01,10.24349308013916,10.313591957092285,10.34721565246582,10.169134140014648,10.19179916381836,391257051
2005-12-02,10.332796096801758,10.403505325317383,10.449084281921387,10.30786418914795,10.384575843811035,302870996
2005-12-05,10.039656639099121,10.10836124420166,10.398524284362793,10.069257736206055,10.386070251464844,413118688
2005-12-06,10.007251739501953,10.07573413848877,10.371376037597656,10.004999160766602,10.17934513092041,607279734
2005-12-07,9.999335289001465,10.067764282226562,10.129531860351562,9.937999725341797,10.116082191467285,468385066
2005-12-08,10.158395767211914,10.227912902832031,10.227912902832031,10.028410911560059,10.0946626663208,357735875
2005-12-09,10.122528076171875,10.19179916381836,10.355684280395508,10.175857543945312,10.336256980895996,306881974
2005-12-12,10.206880569458008,10.276729583740234,10.341487884521484,10.210478782653809,10.327041625976562,279046027
2005-12-13,10.327600479125977,10.398275375366211,10.410977363586426,10.252571105957031,10.273990631103516,327775997
2005-12-14,10.36396312713623,10.434886932373047,10.454066276550293,10.348461151123047,10.387066841125488,266210095
2005-12-15,10.452770233154297,10.524301528930664,10.538996696472168,10.373617172241211,10.438623428344727,242738446
2005-12-16,10.640774726867676,10.713592529296875,10.772123336791992,10.52928352355957,10.593791961669922,655668429
2005-12-19,10.503482818603516,10.575361251831055,11.113594055175781,10.463529586791992,10.76465129852295,880760980
2005-12-20,10.630631446838379,10.703380584716797,10.76465129852295,10.577103614807129,10.656557083129883,404899997
2005-12-21,10.546278953552246,10.618449211120605,10.880716323852539,10.478473663330078,10.798274993896484,450558497
2005-12-22,10.687528610229492,10.760665893554688,10.781089782714844,10.608487129211426,10.753941535949707,302995460
2005-12-23,10.660070419311523,10.733019828796387,10.772123336791992,10.679471015930176,10.763405799865723,184492943
2005-12-27,10.504471778869629,10.576356887817383,10.756182670593262,10.529533386230469,10.756182670593262,269116950
2005-12-28,10.555182456970215,10.627415657043457,10.654563903808594,10.492173194885254,10.56888484954834,285783185
2005-12-29,10.393402099609375,10.464526176452637,10.678224563598633,10.440117835998535,10.659544944763184,278873383
2005-12-30,10.262541770935059,10.332770347595215,10.416207313537598,10.304875373840332,10.392794609069824,304621533
2006-01-03,10.76644229888916,10.840119361877441,10.85107707977295,10.416457176208496,10.523554801940918,526815259
2006-01-04,11.014062881469727,11.089433670043945,11.182086944580078,10.952696800231934,11.056058883666992,613747887
2006-01-05,11.162487030029297,11.238874435424805,11.24659538269043,10.996282577514648,11.108363151550293,433952486
2006-01-06,11.519200325012207,11.598028182983398,11.718576431274414,11.288686752319336,11.379097938537598,712938289
2006-01-09,11.549874305725098,11.628911972045898,11.790804862976074,11.480467796325684,11.616707801818848,513593887
2006-01-10,11.620621681213379,11.70014476776123,11.712348937988281,11.507865905761719,11.567144393920898,365247927
2006-01-11,11.66688060760498,11.746720314025879,11.833395957946777,11.685699462890625,11.737753868103027,361646478
2006-01-12,11.468982696533203,11.547467231750488,11.83040714263916,11.494416236877441,11.798774719238281,406530084
2006-01-13,11.533794403076172,11.612723350524902,11.628663063049316,11.497156143188477,11.564403533935547,307411953
2006-01-17,11.555068016052246,11.63414192199707,11.703632354736328,11.52007007598877,11.533269882202148,332051965
2006-01-18,11.005898475646973,11.081214904785156,11.391303062438965,11.039870262145996,11.140742301940918,822499417
2006-01-19,10.796621322631836,10.870505332946777,11.294914245605469,10.784577369689941,11.237130165100098,583671575
2006-01-20,9.881585121154785,9.94920825958252,10.959670066833496,9.831648826599121,10.926545143127441,1650832619
2006-01-23,10.575220108032227,10.647589683532715,10.669756889343262,10.10537338256836,10.146469116210938,913065614
2006-01-24,10.959391593933105,11.034390449523926,11.082210540771484,10.821438789367676,10.8600435256958,620902605
2006-01-25,10.711277961730957,10.784577369689941,11.313344955444336,10.6904296875,11.239372253417969,752401655
2006-01-26,10.742691993713379,10.816207885742188,10.958674430847168,10.549457550048828,10.947465896606445,518982008
2006-01-27,10.723397254943848,10.796780586242676,10.914588928222656,10.684452056884766,10.834389686584473,339355237
2006-01-30,10.55840015411377,10.630654335021973,10.791550636291504,10.58532428741455,10.690678596496582,344843732
2006-01-31,10.702864646911621,10.776107788085938,10.94896125793457,10.559670448303223,10.724054336547852,885948351
2006-02-01,9.938977241516113,10.006991386413574,10.012471199035645,9.651823043823242,9.689432144165039,1088966472
2006-02-02,9.796982765197754,9.86402702331543,10.124550819396973,9.862532615661621,10.057801246643066,474078326
2006-02-03,9.438539505004883,9.503129959106445,9.8107271194458,9.279467582702637,9.803752899169922,734012987
2006-02-06,9.526357650756836,9.591548919677734,9.711099624633789,9.45356559753418,9.596778869628906,358956433
2006-02-07,9.101369857788086,9.163652420043945,9.556678771972656,9.04982852935791,9.538995742797852,667701363
2006-02-08,9.130064964294434,9.192543983459473,9.232644081115723,8.833639144897461,9.177599906921387,835283155
2006-02-09,8.875022888183594,8.93575668334961,9.32504653930664,8.869504928588867,9.245346069335938,478282024
2006-02-10,8.970013618469238,9.031397819519043,9.078472137451172,8.7955322265625,9.014960289001465,611222457
2006-02-13,8.551706314086914,8.61022663116455,8.732269287109375,8.515332221984863,8.633639335632324,791668286
2006-02-14,8.492830276489258,8.550949096679688,8.759417533874512,8.528035163879395,8.601011276245117,588357072
2006-02-15,8.46957778930664,8.52753734588623,8.617698669433594,8.41421127319336,8.499890327453613,519821141
2006-02-16,9.065253257751465,9.127288818359375,9.140737533569336,8.580089569091797,8.609479904174805,855815829
2006-02-17,9.121901512145996,9.184325218200684,9.268757820129395,9.056553840637207,9.211971282958984,574955025
2006-02-21,9.068469047546387,9.130526542663574,9.303627967834473,9.09366512298584,9.126791000366211,348742290
2006-02-22,9.041257858276367,9.103129386901855,9.189306259155273,9.062531471252441,9.144474029541016,260018976
2006-02-23,9.35245418548584,9.416455268859863,9.49540901184082,9.100639343261719,9.106118202209473,503945859
2006-02-24,9.335878372192383,9.39976692199707,9.466267585754395,9.302382469177246,9.397276878356934,260344190
2006-02-27,9.656970024108887,9.723055839538574,9.755931854248047,9.471497535705566,9.496155738830566,410019113
